"gdd_bb","urban","method","genus","species","provenance","spp","gdd"
396.095553359684,1,1,"Tilia","americana",52.544676,"Tilia_americana",396.095553359684
261.100434782609,1,1,"Tilia","americana",52.544676,"Tilia_americana",261.100434782609
351.141877470356,1,1,"Tilia","americana",52.544676,"Tilia_americana",351.141877470356
295.035,1,1,"Tilia","americana",52.544676,"Tilia_americana",295.035
340.98337944664,1,1,"Tilia","americana",40.029163,"Tilia_americana",340.98337944664
330.856086956522,1,1,"Tilia","americana",40.029163,"Tilia_americana",330.856086956522
366.747529644269,1,1,"Tilia","americana",40.029163,"Tilia_americana",366.747529644269
329.831956521739,1,1,"Tilia","americana",40.029163,"Tilia_americana",329.831956521739
396.095553359684,1,1,"Tilia","americana",40.741813,"Tilia_americana",396.095553359684
349.632608695652,1,1,"Tilia","americana",40.741813,"Tilia_americana",349.632608695652
366.747529644269,1,1,"Tilia","americana",40.741813,"Tilia_americana",366.747529644269
295.035,1,1,"Tilia","americana",40.741813,"Tilia_americana",295.035
377.608596837945,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",377.608596837945
274.954347826087,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",274.954347826087
366.747529644269,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",366.747529644269
266.564565217391,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",266.564565217391
411.357727272727,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",411.357727272727
274.954347826087,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",274.954347826087
313.551007905138,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",313.551007905138
266.564565217391,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",266.564565217391
318.409466403162,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",318.409466403162
274.954347826087,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",274.954347826087
313.551007905138,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",313.551007905138
266.564565217391,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",266.564565217391
386.78337944664,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",386.78337944664
274.954347826087,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",274.954347826087
366.747529644269,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",366.747529644269
341.490217391304,1,1,"Betula","alleghaniensis",42.307153,"Betula_alleghaniensis",341.490217391304
318.409466403162,1,1,"Betula","alleghaniensis",41.816407,"Betula_alleghaniensis",318.409466403162
274.954347826087,1,1,"Betula","alleghaniensis",41.816407,"Betula_alleghaniensis",274.954347826087
313.551007905138,1,1,"Betula","alleghaniensis",41.816407,"Betula_alleghaniensis",313.551007905138
256.628043478261,1,1,"Betula","alleghaniensis",41.816407,"Betula_alleghaniensis",256.628043478261
444.821640316206,1,1,"Betula","nigra",42.307153,"Betula_nigra",444.821640316206
241.141304347826,1,1,"Betula","nigra",42.307153,"Betula_nigra",241.141304347826
487.634920948617,1,1,"Betula","nigra",42.307153,"Betula_nigra",487.634920948617
341.490217391304,1,1,"Betula","nigra",42.307153,"Betula_nigra",341.490217391304
396.095553359684,1,1,"Betula","nigra",40.063779,"Betula_nigra",396.095553359684
241.141304347826,1,1,"Betula","nigra",40.063779,"Betula_nigra",241.141304347826
366.747529644269,1,1,"Betula","nigra",40.063779,"Betula_nigra",366.747529644269
266.564565217391,1,1,"Betula","nigra",40.063779,"Betula_nigra",266.564565217391
396.095553359684,1,1,"Betula","nigra",40.063779,"Betula_nigra",396.095553359684
261.100434782609,1,1,"Betula","nigra",40.063779,"Betula_nigra",261.100434782609
366.747529644269,1,1,"Betula","nigra",40.063779,"Betula_nigra",366.747529644269
266.564565217391,1,1,"Betula","nigra",40.063779,"Betula_nigra",266.564565217391
444.821640316206,1,1,"Betula","nigra",42.307153,"Betula_nigra",444.821640316206
241.141304347826,1,1,"Betula","nigra",42.307153,"Betula_nigra",241.141304347826
421.078833992095,1,1,"Betula","nigra",42.307153,"Betula_nigra",421.078833992095
329.831956521739,1,1,"Betula","nigra",42.307153,"Betula_nigra",329.831956521739
411.357727272727,1,1,"Betula","nigra",40.063779,"Betula_nigra",411.357727272727
261.100434782609,1,1,"Betula","nigra",40.063779,"Betula_nigra",261.100434782609
421.078833992095,1,1,"Betula","nigra",40.063779,"Betula_nigra",421.078833992095
313.630217391304,1,1,"Betula","nigra",40.063779,"Betula_nigra",313.630217391304
465.100770750988,1,1,"Acer","saccharum",42.307153,"Acer_saccharum",465.100770750988
274.954347826087,1,1,"Acer","saccharum",42.307153,"Acer_saccharum",274.954347826087
280.791205533597,1,1,"Tilia","americana",42.307153,"Tilia_americana",280.791205533597
213.050869565217,1,1,"Tilia","americana",42.307153,"Tilia_americana",213.050869565217
397.107964426877,1,1,"Tilia","americana",42.307153,"Tilia_americana",397.107964426877
373.804130434783,1,1,"Tilia","americana",42.307153,"Tilia_americana",373.804130434783
280.791205533597,1,1,"Tilia","americana",42.307153,"Tilia_americana",280.791205533597
364.123913043478,1,1,"Tilia","americana",42.307153,"Tilia_americana",364.123913043478
444.858833992095,1,1,"Tilia","americana",42.307153,"Tilia_americana",444.858833992095
350.669782608696,1,1,"Tilia","americana",42.307153,"Tilia_americana",350.669782608696
454.007727272727,1,1,"Quercus","alba",42.307153,"Quercus_alba",454.007727272727
444.645217391304,1,1,"Quercus","alba",42.307153,"Quercus_alba",444.645217391304
350.669782608696,1,1,"Quercus","alba",42.307153,"Quercus_alba",350.669782608696
386.78337944664,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",386.78337944664
349.632608695652,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",349.632608695652
351.141877470356,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",351.141877470356
442.447173913043,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",442.447173913043
349.632608695652,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",349.632608695652
351.141877470356,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",351.141877470356
514.625553359684,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",514.625553359684
349.632608695652,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",349.632608695652
351.141877470356,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",351.141877470356
349.632608695652,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",349.632608695652
351.141877470356,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",351.141877470356
442.447173913043,1,1,"Populus","deltoides",42.307153,"Populus_deltoides",442.447173913043
555.039466403162,1,1,"Populus","deltoides",43.13047,"Populus_deltoides",555.039466403162
274.954347826087,1,1,"Populus","deltoides",43.13047,"Populus_deltoides",274.954347826087
351.141877470356,1,1,"Populus","deltoides",43.13047,"Populus_deltoides",351.141877470356
442.447173913043,1,1,"Populus","deltoides",43.13047,"Populus_deltoides",442.447173913043
444.821640316206,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",444.821640316206
349.632608695652,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",349.632608695652
340.795790513834,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",340.795790513834
233.340217391304,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",233.340217391304
396.095553359684,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",396.095553359684
357.207391304348,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",357.207391304348
313.551007905138,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",313.551007905138
386.78337944664,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",386.78337944664
357.207391304348,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",357.207391304348
313.551007905138,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",313.551007905138
340.98337944664,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",340.98337944664
357.207391304348,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",357.207391304348
351.141877470356,1,1,"Aesculus","flava",35.054271,"Aesculus_flava",351.141877470356
454.007727272727,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",454.007727272727
357.207391304348,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",357.207391304348
373.804130434783,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",373.804130434783
366.721205533597,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",366.721205533597
454.007727272727,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",454.007727272727
357.207391304348,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",357.207391304348
266.564565217391,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",266.564565217391
307.999031620553,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",307.999031620553
285.03,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",285.03
397.107964426877,1,1,"Fagus","grandifolia",42.307153,"Fagus_grandifolia",397.107964426877
479.128162055336,1,1,"Carya","glabra",42.307153,"Carya_glabra",479.128162055336
241.141304347826,1,1,"Carya","glabra",42.307153,"Carya_glabra",241.141304347826
366.747529644269,1,1,"Carya","glabra",42.307153,"Carya_glabra",366.747529644269
275.205,1,1,"Carya","glabra",42.307153,"Carya_glabra",275.205
479.128162055336,1,1,"Carya","glabra",42.307153,"Carya_glabra",479.128162055336
373.486086956522,1,1,"Carya","glabra",42.307153,"Carya_glabra",373.486086956522
366.747529644269,1,1,"Carya","glabra",42.307153,"Carya_glabra",366.747529644269
275.205,1,1,"Carya","glabra",42.307153,"Carya_glabra",275.205
386.78337944664,1,1,"Carya","glabra",43.13047,"Carya_glabra",386.78337944664
241.141304347826,1,1,"Carya","glabra",43.13047,"Carya_glabra",241.141304347826
377.862747035573,1,1,"Carya","glabra",43.13047,"Carya_glabra",377.862747035573
275.205,1,1,"Carya","glabra",43.13047,"Carya_glabra",275.205
464.513043478261,1,1,"Carya","glabra",42.307153,"Carya_glabra",464.513043478261
444.858833992095,1,1,"Carya","glabra",42.307153,"Carya_glabra",444.858833992095
329.831956521739,1,1,"Carya","glabra",42.307153,"Carya_glabra",329.831956521739
514.625553359684,1,1,"Carya","glabra",42.307153,"Carya_glabra",514.625553359684
241.141304347826,1,1,"Carya","glabra",42.307153,"Carya_glabra",241.141304347826
275.205,1,1,"Carya","glabra",42.307153,"Carya_glabra",275.205
386.78337944664,1,1,"Carya","ovata",42.307153,"Carya_ovata",386.78337944664
308.199130434783,1,1,"Carya","ovata",42.307153,"Carya_ovata",308.199130434783
421.078833992095,1,1,"Carya","ovata",42.307153,"Carya_ovata",421.078833992095
275.205,1,1,"Carya","ovata",42.307153,"Carya_ovata",275.205
588.275118577075,1,1,"Carya","ovata",42.307153,"Carya_ovata",588.275118577075
308.199130434783,1,1,"Carya","ovata",42.307153,"Carya_ovata",308.199130434783
366.747529644269,1,1,"Carya","ovata",42.307153,"Carya_ovata",366.747529644269
275.205,1,1,"Carya","ovata",42.307153,"Carya_ovata",275.205
538.959466403162,1,1,"Carya","ovata",42.307153,"Carya_ovata",538.959466403162
386.706956521739,1,1,"Carya","ovata",42.307153,"Carya_ovata",386.706956521739
366.747529644269,1,1,"Carya","ovata",42.307153,"Carya_ovata",366.747529644269
275.205,1,1,"Carya","ovata",42.307153,"Carya_ovata",275.205
588.275118577075,1,1,"Carya","ovata",42.307153,"Carya_ovata",588.275118577075
308.199130434783,1,1,"Carya","ovata",42.307153,"Carya_ovata",308.199130434783
366.747529644269,1,1,"Carya","ovata",42.307153,"Carya_ovata",366.747529644269
313.630217391304,1,1,"Carya","ovata",42.307153,"Carya_ovata",313.630217391304
588.275118577075,1,1,"Carya","ovata",42.307153,"Carya_ovata",588.275118577075
308.199130434783,1,1,"Carya","ovata",42.307153,"Carya_ovata",308.199130434783
366.747529644269,1,1,"Carya","ovata",42.307153,"Carya_ovata",366.747529644269
275.205,1,1,"Carya","ovata",42.307153,"Carya_ovata",275.205
373.486086956522,1,1,"Quercus","alba",42.307153,"Quercus_alba",373.486086956522
390.274130434783,1,1,"Quercus","alba",42.307153,"Quercus_alba",390.274130434783
454.007727272727,1,1,"Quercus","alba",33.786369,"Quercus_alba",454.007727272727
444.645217391304,1,1,"Quercus","alba",33.786369,"Quercus_alba",444.645217391304
421.078833992095,1,1,"Quercus","alba",33.786369,"Quercus_alba",421.078833992095
329.831956521739,1,1,"Quercus","alba",33.786369,"Quercus_alba",329.831956521739
454.007727272727,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",454.007727272727
444.645217391304,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",444.645217391304
421.078833992095,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",421.078833992095
313.630217391304,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",313.630217391304
555.039466403162,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",555.039466403162
486.749565217391,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",486.749565217391
421.078833992095,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",421.078833992095
313.630217391304,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",313.630217391304
454.007727272727,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",454.007727272727
373.486086956522,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",373.486086956522
421.078833992095,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",421.078833992095
266.564565217391,1,1,"Quercus","rubra",35.054271,"Quercus_rubra",266.564565217391
454.007727272727,1,1,"Quercus","rubra",42.307153,"Quercus_rubra",454.007727272727
373.486086956522,1,1,"Quercus","rubra",42.307153,"Quercus_rubra",373.486086956522
421.078833992095,1,1,"Quercus","rubra",42.307153,"Quercus_rubra",421.078833992095
266.564565217391,1,1,"Quercus","rubra",42.307153,"Quercus_rubra",266.564565217391
454.007727272727,1,1,"Quercus","rubra",42.307153,"Quercus_rubra",454.007727272727
373.486086956522,1,1,"Quercus","rubra",42.307153,"Quercus_rubra",373.486086956522
366.747529644269,1,1,"Quercus","rubra",42.307153,"Quercus_rubra",366.747529644269
266.564565217391,1,1,"Quercus","rubra",42.307153,"Quercus_rubra",266.564565217391
377.608596837945,1,1,"Acer","saccharum",42.307153,"Acer_saccharum",377.608596837945
261.100434782609,1,1,"Acer","saccharum",42.307153,"Acer_saccharum",261.100434782609
256.628043478261,1,1,"Acer","saccharum",42.307153,"Acer_saccharum",256.628043478261
454.007727272727,1,1,"Acer","saccharum",42.130481,"Acer_saccharum",454.007727272727
349.632608695652,1,1,"Acer","saccharum",42.130481,"Acer_saccharum",349.632608695652
295.035,1,1,"Acer","saccharum",42.130481,"Acer_saccharum",295.035
506.352944664032,1,1,"Acer","saccharum",42.307153,"Acer_saccharum",506.352944664032
261.100434782609,1,1,"Acer","saccharum",42.307153,"Acer_saccharum",261.100434782609
295.035,1,1,"Acer","saccharum",42.307153,"Acer_saccharum",295.035
588.275118577075,1,1,"Acer","saccharum",44.89206,"Acer_saccharum",588.275118577075
577.892173913044,1,1,"Acer","saccharum",44.89206,"Acer_saccharum",577.892173913044
487.634920948617,1,1,"Acer","saccharum",44.89206,"Acer_saccharum",487.634920948617
415.871086956522,1,1,"Acer","saccharum",44.89206,"Acer_saccharum",415.871086956522
218.850217391304,1,1,"Acer","rubrum",42.307153,"Acer_rubrum",218.850217391304
218.850217391304,1,1,"Acer","rubrum",43.765837,"Acer_rubrum",218.850217391304
132.300652173913,1,1,"Acer","rubrum",42.683669,"Acer_rubrum",132.300652173913
256.628043478261,1,1,"Acer","rubrum",42.307153,"Acer_rubrum",256.628043478261
266.564565217391,1,1,"Acer","rubrum",42.307153,"Acer_rubrum",266.564565217391
295.035,1,1,"Hamamelis","virginiana",42.307153,"Hamamelis_virginiana",295.035
295.035,1,1,"Hamamelis","virginiana",42.307153,"Hamamelis_virginiana",295.035
295.035,1,1,"Hamamelis","virginiana",42.307153,"Hamamelis_virginiana",295.035
266.564565217391,1,1,"Vaccinium","corymbosum",45.560024,"Vaccinium_corymbosum",266.564565217391
256.628043478261,1,1,"Vaccinium","corymbosum",42.32844,"Vaccinium_corymbosum",256.628043478261
247.15847826087,1,1,"Vaccinium","corymbosum",42.307153,"Vaccinium_corymbosum",247.15847826087
193.505434782609,1,1,"Viburnum","nudum",43.765837,"Viburnum_nudum",193.505434782609
452.95615530303,0,1,"Acer","saccharum",42.531705,"Acer_saccharum",452.95615530303
452.95615530303,0,1,"Acer","pensylvanicum",42.531705,"Acer_pensylvanicum",452.95615530303
452.95615530303,0,1,"Hamamelis","virginiana",42.531705,"Hamamelis_virginiana",452.95615530303
452.95615530303,0,1,"Hamamelis","virginiana",42.531705,"Hamamelis_virginiana",452.95615530303
452.95615530303,0,1,"Hamamelis","virginiana",42.531705,"Hamamelis_virginiana",452.95615530303
452.95615530303,0,1,"Fagus","grandifolia",42.531705,"Fagus_grandifolia",452.95615530303
452.95615530303,0,1,"Acer","saccharum",42.531705,"Acer_saccharum",452.95615530303
452.95615530303,0,1,"Acer","rubra",42.531705,"Acer_rubra",452.95615530303
516.694696969697,0,1,"Betula","alleghaniensis",42.531705,"Betula_alleghaniensis",516.694696969697
516.694696969697,0,1,"Quercus","rubra",42.531705,"Quercus_rubra",516.694696969697
